,Titel,Text,Form,Ort,Datum,Lemmata,CodedLemmata_spaCy,Female_coded_words_spaCy,Male_coded_words_spaCy,Number_Female_coded_words_spaCy,Number_Male_coded_words_spaCy
114,Service Manager (m/w/x) Major Incident Management," Sich etwas Neues trauen, über sich hinauswachsen und dabei die Grenzen des Machbaren neu denieren. Genau das ist es, was unsere Mitarbeitenden täglich leben dürfen und sollen. Um mit unseren Innovationen das Tempo vorzugeben und Großartiges zu ermöglichen. Denn hinter jedem erfolgreichen Unternehmen stehen eine ganze Menge faszinierender Menschen. als Teil eines internationalen Teams, Ansprechpartner*in für alle operativen Themen rund um die Serviceerbringung unseres Major Incident Management Teams sein. bei der zentralen Steuerung des externen Providers in allen täglichen Belangen, projekt- und betriebsbezogen, unterstützen. im regelmäßigen Austausch mit unserem Service Provider die Einhaltung der Service Level Agreements sicherstellen. Maßnahmen aufsetzen und fortführen, um eine hohe fachliche und soziale Kompetenz der Major Incident Manager zu fördern. die Teamleitung bei der Ausarbeitung und Umsetzung von strategischen Themen unterstützen. die Einhaltung aller IT Service Management Prozesse konsequent prüfen und sicherstellen. im proaktiven Austausch mit verschiedenen internen und externen Stakeholdern sein, um eine kontinuierliche Serviceverbesserung zu erreichen. die Abwicklung von Major Incidents während der Durchführung und im Nachgang analysieren, mit dem Ziel, Verbesserungspotentiale zu identifizieren und an die verantwortlichen Stakeholder zu kommunizieren eine erfolgreich abgeschlossene Ausbildung als Fachinformatiker*in/ Informatikkaufmann/-kauffrau oder ein abgeschlossenes Studium im Bereich der (Wirtschafts-) Informatik. fundierte Erfahrung in der Koordination, Durchführung und Begleitung von Major Incidents. ein hohes Maß an Durchsetzungsvermögen gegenüber internen und externen Stakeholdern, sowie an Kunden-, Service- und Lösungsorientierung. Erfahrungen im IT-Service- und Providermanagement, optimaler Weise in einem Multi-Provider-Umfeld. analytische und kreative Fähigkeiten Probleme zu verstehen und Prozesse zu optimieren. Freude an technischen Herausforderungen und komplexen Systemumgebungen. aufgrund unserer globalen Ausrichtung sehr gute Kommunikations- und Präsentationsfähigkeiten in deutscher und englischer Sprache in Wort und Schrift. eine ITILv3 oder ITIL4 Zertifizierung ist von Vorteil",,Würzburg,Ende März,[],{'female-coded': ['KREATIV']},['KREATIV'],[],1,0
115,Facharzt (m/w/d) für Psychiatrie & Psychotherapie - bis zu 16.500 € Grundgehalt," Sie sind Arzt aus Leidenschaft und mit dem Klinikalltag vertraut? Möchten Sie weniger Überstunden und wieder mehr Zeit für sich und/oder die Familie? Dann ist Pacura doc der richtige Arbeitgeber für Sie. Wir sind Ihr bundesweit tätiger und auf den Medizinbereich spezialisierter Personaldienstleister mit jahrzehntelanger Erfahrung. Bei uns genießen Sie die Sicherheit einer Festanstellung und gleichzeitig die Flexibilität mittels wechselnder Einsätze. Feste Arbeitszeiten garantieren Ihnen ein ausgewogenes Verhältnis zwischen Arbeit und Privatleben. Mit unserem bundesweiten Netzwerk aus über 950 Kliniken bieten wir Ihnen anspruchsvolle und abwechslungsreiche Einsätze. Direkter Kontakt und persönliche Betreuung sind bei uns selbstverständlich. als  Fachärztin/-arzt für Psychiatrie &amp; Psychotherapie Facharzt / Fachärztin für Psychiatrie und Psychotherapie bzw. entsprechende Anerkennung. Weitere Qualifikationen wünschenswert. Sie verfügen über eine deutsche Approbation und Facharzturkunde. Flexibilität bzgl. des Einsatzortes 40-Stunden-Woche (Vollzeit) | Teilzeitmodelle möglich Unbefristete Festanstellung Grundgehalt bis zu 16.500 Euro / Monat zzgl. Zuschläge an Sonn- und Feiertagen: 100 %, Nachtschichten: 30 %, Überstunden und Samstage: 25 % Bereitschaftsdienste zählen vollumfänglich in die Vertragsstunden Firmenwagen, auch zur privaten Nutzung Flexible und planbare Arbeitszeiten und Urlaubsgestaltung Betriebliche Altersvorsorge, arbeitgeberfinanziert mit 400 € Weiterbildung: Nach bestandener Probezeit gewährt Pacura doc 5 Fortbildungstage und 1.000 € Weiterbildungsbudget pro Kalenderjahr Wertschätzendes Miteinander Ein fester Ansprechpartner und persönlicher Kontakt sind bei uns selbstverständlich ebenso eine unkomplizierte und schnelle Kommunikation",,Würzburg,Ende März,[],{'male-coded': ['DIREKT']},[],['DIREKT'],0,1
116,Projektingenieur*in im Klärwerksbau (w/m/d)," Projektingenieur*in im Klärwerksbau (w/m/d) Sie betreuen und entwickeln Neubauprojekte, Unterhaltsmaßnahmen und Strukturverbesserungsmaßnahmen an den Anlagen der beiden Klärwerke Gut Großlappen und Gut Marienhof. Zu Ihren Aufgaben gehört beispielsweise die Mitwirkung bei der Erstellung eines Bedarfsprogrammes und anschließend die selbstständige planerische Umsetzung des dort festgelegten Projektinhaltes. Zudem betreuen Sie unter anderem Ingenieurbüros, kalkulieren Kosten und wirken im gesamten Vergabeverfahren mit. ein erfolgreich abgeschlossenes Studium der Fachrichtung Maschinenbau (Bachelor / FH) oder eine vergleichbare Qualifikation Deutschkenntnisse entsprechend dem Sprachniveau C1 oder höher gemäß des europäischen Referenzrahmens selbstständige, eigenverantwortliche Bearbeitung des eigenen Betreuungsbereichs eine unbefristete Einstellung als Tarifbeschäftigte*r in EGr. 9 bzw. EGr. 10 nach dem Tarifvertrag Versorgungsbetriebe (TV-V), je nach einschlägiger Berufserfahrung.  (Bitte informieren Sie sich z. B. unter oeffentlicher-dienst.info/tv-v über die Vergütung.) eine gute Work-Life-Balance durch flexible Arbeitszeiten, Arbeitsformen (z. B. Mobiles Arbeiten, Home-Office) und individuell wählbare Arbeitszeitmodelle ohne Wochenend- und Schichtdienste oder Rufbereitschaft im Stadtgebiet München Fahrkostenzuschuss zur IsarCardJob oder zum DB-Jobticket sowie dem DeutschlandticketJob BONUS (leistungsorientierte Bezahlung) hoher Arbeitsschutzstandard (z. B. notwendige Schutzkleidung wird vom Arbeitgeber gestellt) hochwertige IT-Ausstattung auch für das Arbeiten im Home-Office Möglichkeit zur kurzfristigen Anmietung eines Übergangsappartements Jahressonderzahlung i. H. v. 100 %, eine attraktive betriebliche Altersvorsorge, vermögenswirksame Leistungen, München- bzw. Ballungsraumzulage (Höhe ist einkommensabhängig bzw. richtet sich nach Ihrer Eingruppierung) Möglichkeit zur Anmietung einer Werkmietwohnung der Landeshauptstadt München reservierte Betreuungsplätze in städtischen Kinderkrippen, Kindergärten und Horten ein vielfältiges Angebot an Fort- und Weiterbildungen (individuelle Entwicklungsmöglichkeiten, exzellente Formate und moderne Lernformen) interne und individuelle Weiterentwicklungsmöglichkeiten ein umfangreiches betriebliches Gesundheitsmanagement eine strukturierte Einarbeitung mit festem*r Mentor*in",,Würzburg,Ende März,[],"{'female-coded': ['KIND'], 'male-coded': ['INDIVIDUELL']}",['KIND'],['INDIVIDUELL'],1,1
117,Consultant Digital Transformation Accounting & Controlling - Business Consulting Finance (w/m/d)," Bei EY setzen wir alles daran, dass die Welt besser funktioniert. Dafür hinterfragen wir täglich den Status quo und suchen schon heute die Antworten von morgen. Stillstand? Keine Option. Wandel? Sehen wir als Chance und Treiber für Innovation. Als Teil unseres Teams im Bereich Business Consulting Finance in Hamburg, Düsseldorf, Frankfurt/Main, München, Hannover, Berlin oder Stuttgart berätst du unsere Kund:innen bei der Digitalisierung, Automatisierung und Optimierung von Prozessen im Rechnungswesen und Controlling. Dabei übernimmst du vielfältige Aufgaben: Wir wissen: Erstklassiger Service für unsere Mandant:innen und Kund:innen beginnt bei zufriedenen und motivierten Mitarbeitenden. Deshalb reicht unser Angebot von flexiblen Arbeitsmodellen, Auslandeinsätzen und Weiterbildungen über Sport- und Freizeitangeboten bis hin zu Rabatten bekannter Marken und Anbieter sowie Altersvorsorge.",,Würzburg,Ende März,[],{},[],[],0,0
118,Teamleitung Gartenbau (m/w/d) im Inklusionsbetrieb," Der cba e.V. wurde 1985 gegründet und ist heute eine mittelständische Inklusionsfirma, in der Menschen mit und ohne Behinderung zusammenarbeiten. Unser Betrieb Umweltteam reinigt das Umfeld von Wertstoffinseln (Recyclingcontainerplätzen) im Stadtgebiet München und sorgt so für ein ansprechendes, sauberes Stadtbild. Des Weiteren führen wir Gartenarbeiten (Schwerpunkt Gartenpflege) durch. Ausbau unseres Gartenbau-Portfolios in Zusammenarbeit mit unserer Gärtnerin, dem Betriebsleiter des Umweltteams und unserer Geschäftsleitung Aufbau und Führen eines inklusiven Garten-Teams Auftragsprüfung und Mitwirkung bei Ausschreibungen Durchführung unserer aktuellen Gartenaufträge, hauptsächlich Gartenpflegearbeiten und Kompostierung von Biotonnen mit einem Team von 2-3 Mitarbeitenden mit Lern- und oder geistiger Behinderung Bei Bedarf Vertretung unseres Anleiter-Teams bei der Reinigung von Wertstoffinseln Ein abgeschlossenes Studium im Garten-/Landschaftsbau oder eine Ausbildung zum Gärtner (m/w/d) mit mehrjähriger praktischer Erfahrung Organisationstalent, unternehmerisches Denken und betriebswirtschaftliches Grundverständnis Ein freundliches, empathisches Wesen mit Geduld, Motivationsfähigkeit und pädagogischem Geschick Freude am Umgang mit Menschen, idealerweise Erfahrung in der Arbeit mit Menschen mit Behinderungen Führerschein Klasse B und eine sichere Fahrweise im Stadtverkehr Eine verantwortungsvolle, abwechslungsreiche und sinnstiftende Aufgabe in einem bunten Arbeitsumfeld Raum für eigene Ideen und eigenverantwortliches Arbeiten Einen zukunftssicheren Arbeitsplatz mit persönlichen Fort- und Weiterbildungsmoglichkeiten Planbare, geregelte Arbeitszeiten von Montag bis Freitag Mitarbeit in einem Team, in dem Wertschätzung und ein soziales, kollegiales Miteinander an erster Stelle stehen",,Würzburg,Ende März,[],"{'female-coded': ['ANSPRECHEND', 'EMPATHISCH', 'FREUNDLICH', 'VERANTWORTUNGSVOLL'], 'male-coded': ['UNTERNEHMERISCH']}","['ANSPRECHEND', 'EMPATHISCH', 'FREUNDLICH', 'VERANTWORTUNGSVOLL']",['UNTERNEHMERISCH'],4,1
119,Inside Sales Manager / Mitarbeiter Vertriebsinnendienst (m/w/d)," Kollegiale Nähe und Verbundenheit, Professionalität in einer positiven Atmosphäre, Rückhalt im Team und individuelle Entwicklungsmöglichkeiten  all das ist bei uns in der Raiffeisenbank München-Süd gelebte Wohlfühlkultur.   Die Raiffeisenbank München-Süd eG ist seit 100 Jahren eine selbstständige, sehr erfolgreiche und zukunftsorientierte Universal-Genossenschaftsbank mit vier Standorten im Münchner Süden und einer Bilanzsumme von 1,4 Mrd. Euro. Unsere ca. 140 Mitarbeitenden sind stolz darauf, gemeinsam einen wesentlichen und nachhaltigen Beitrag zur Förderung der mittelständischen Wirtschaft in unserer Heimatregion zu leisten. Dabei ist unser Handeln maßgeblich durch unsere Werte Solidarität, Fairness und Partnerschaftlichkeit geprägt. Setzen Sie als vertriebsstarke und serviceorientierte Persönlichkeit mit uns die nächsten Meilensteine im digitalen Banking und tragen so als Omnikanalberater maßgeblich zum Vertriebserfolg unserer Bank bei! Erfolgreich abgeschlossene Ausbildung für Bankkaufleute, Kaufleute für Dialogmarketing in einer Bank oder alternativ eine erfolgreich abgeschlossene kaufmännische Berufsausbildung mit Weiterbildung zu Finanzdienstleistungsthemen Einschlägige Erfahrung in der digitalen Kundenberatung (Telefonie, Chat, Videoberatung) im Banking-Bereich Ein hoher Servicegedanke und Qualitätsbewusstsein zeichnen Sie aus Selbstständiges Arbeiten mit Einsatzfreude und Teamfähigkeit ist für Sie ebenso selbstverständlich wie ein professionelles und freundliches Auftreten Sie haben eine hohe Lernbereitschaft und Offenheit gegenüber Neuem sowie eine hohe mediale Kompetenz Und last but not least: Sie haben Freude an der digitalen Kommunikation mit unseren Kunden und schaffen es, auch digital vertrauensvolle Kundenbeziehungen aufzubauen und zu pflegen Der gelebte Wir-Gedanke: Was einer allein nicht schafft, schaffen viele Ein attraktives Vergütungspaket (Tarifvertrag  39 h / Woche) Flexible Arbeitszeiten (Gleitzeit) sowie die Möglichkeit, bei Bedarf mobil zu arbeiten 30 Tage Urlaub sowie zusätzlich frei am 24.12. und 31.12. Ein sicherer Arbeitsplatz mit guter Anbindung Vielfältige Benefits: Essenschecks, Urlaubszuschuss, Bike-Leasing, Auto-Abo, PC-Leasing oder Festnetz- und Mobiltelefonie, vermögenswirksame Leistungen, Zuschüsse zur Krankenzusatzversicherung und zur betrieblichen Altersvorsorge, Unfallversicherung, Mitarbeiterkonditionen, Vergünstigungen bei unseren Kooperationspartnern, Betriebsfeiern etc. Speziell auf Sie zugeschnittene fachliche und persönliche Weiterentwicklungsmöglichkeiten Kurze Entscheidungswege, eine flache Organisationsstruktur und offene Türen  auch beim Vorstand Und nicht zuletzt ein sorgfältiges, auf Ihre bisherige Qualifikation abgestimmtes, smoothes Onboarding",,Würzburg,Ende März,[],"{'female-coded': ['FAIR', 'FREUNDLICH', 'SERVICEORIENTIERT', 'SORGFÄLTIG', 'VERTRAUEN'], 'male-coded': ['INDIVIDUELL']}","['FAIR', 'FREUNDLICH', 'SERVICEORIENTIERT', 'SORGFÄLTIG', 'VERTRAUEN']",['INDIVIDUELL'],5,1
120,Global Process Owner Workday Absence & Time Tracking (f/m/x)," Step out of your comfort zone, excel and redefine the limits of what is possible. That's just what our employees are doing every single day  in order to set the pace through our innovations and enable outstanding achievements. After all, behind every successful company are many great fascinating people. As part of the global Process Owners Team, you will be responsible for the Design and Roll Out of Workday Absence &amp; Time Tracking Processes and consult, support and train the global HR-Community You will develop relationships with other global process owners and subject matter experts and facilitate the Workday roll out strategy for ZEISS In this role you identify areas for improvement in both the processes and systems and continuously research new system functionality/trends and HR best practices You will be the Project Manager for Roll Out, Redesign, Enhancement and Change Management of the Workday Module Absence and Time Tracking and closely work together with the other global process owners and involved stakeholder This includes the execution of Proof of Concepts (HR-related view and WD-view), Planning of Projects / CRs in alignment with Process Owners, Creation of Design Concept, Quality Assurance, Budget Controlling, Training... You are the functional lead of the of internal and external Consultants and managing their skill-up, work packages and deliverables and ensuring the alignment of processes to systems and tools Degree in the field of Business Administration, HR Management, Business Informatics or similar Over 5 years of professional experience in the field of HR Management, HCM, Process Design and Engineering, Employee Lifecycle Management, Project Management and Process Optimization Over 3 years hands on experience working in Workday Absence and Time Tracking Solution-oriented mindset Workday Rollout experience High IT affinity General project management experience Analytical and conceptual thinking Strong in organization and communication skills Fluent in written and spoken English and German",,Würzburg,Ende März,[],{},[],[],0,0
121,Global Process Owner Workday Core (f/m/x)," Step out of your comfort zone, excel and redefine the limits of what is possible. That's just what our employees are doing every single day  in order to set the pace through our innovations and enable outstanding achievements. After all, behind every successful company are many great fascinating people. As part of the global Process Owners Team, you will be responsible for the Design of Workday HCM and Basic Compensation Processes and WD Journeys solutions and consult, support and train the global HR-Community You will develop relationships with other global process owners and subject matter experts and facilitate the Workday roll out strategy for ZEISS In this role you identify areas for improvement in both the processes and systems and continuously research new system functionality/trends and HR best practices You will be the Project Manager and Redesign, Enhancement and Change Management of the Workday HCM and closely work together with the other global process owners and responsible to facilitate the establishment and roll out of Changes and Guidelines Hence, you will be responsible for the assessment and management of Change Requests for Germany and the globe. This includes the execution of Proof of Concepts (HR-related view and WD-view), Planning of Projects / CRs in alignment with Process Owners, Creation of Design Concept, Quality Assurance, Budget Controlling, Training... You are the functional lead of the internal and external Consultants and managing their skill-up, work packages and deliverables and ensuring the alignment of processes to systems and tools Degree in the field of Business Administration, HR Management, Business Informatics or similar Over 5 years of professional experience in the field of HR Management, Process Design and Engineering, Employee Lifecycle Management, Project Management and Process Optimization Over 3 years hands on experience working with Workday HCM Experience in Workday Roll Out Projects General Project Management experience Solution-oriented mindset High IT affinity Analytical and conceptual thinking Strong in organization and communication skills Fluent in written and spoken English and German",,Würzburg,Ende März,[],{},[],[],0,0
122,"Programme Manager, Amazon Logistics Launch & Expansion"," We are seeking an experienced Program Manager to support the EU Last Mile Launch and Expansion team. The successful candidate will be part of the team responsible for managing strategic large scale cross functional launch and expansion programs and new strategic initiatives. These will include a conception and execution of a number of new sites across the EU. Projects will include partnering with real estate, engineering, finance, design and construction, public policy and other stakeholders to help expand the network of Amazon Logistics nodes in the EU to facilitate the organization's growth plans, and other cross functional Supply Chain, Transportation, Engineering &amp; Infrastructure initiatives. You will be a natural self-starter who is comfortable leading large, complex, cross functional programs. To be successful in this role, you will have a true hands-on approach, will demonstrate strong ownership and project management skills, and will be an effective communicator up to the senior management level. The successful candidate will continuously show a think big attitude and will look beyond their direct scope of responsibility. The person taking this role should be a team player and should regularly seek ways to make an impact that reaches adjacent teams in the EU and improves the team's overall performance. A degree Relevant experience communicating with and influencing a range of different stakeholders including senior management Relevant experience in managing large-scale programs or projects",,Würzburg,Ende März,[],{},[],[],0,0
123,Kundeberater (m/w/d) in der Edelmetallbranche," Die GVS Group ist der internationale Spezialist für Edelmetalle. Verstärken Sie unser Team als Kundenbetreuer in München Düsseldorf und Frankfurt. Wir freuen uns auf Ihre Flexibilität, Kreativität und Eigenständigkeit. Kundenberatung:  Sie beraten unsere Kunden kompetent und professionell zu allen Themen rund um Edelmetalle. Customer Relations:  Sie bearbeiten Anfragen unserer Stammkunden, telefonisch und per Mail und stellen eine langfristige Kundenbindung sicher. Controlling:  Sie setzen Maßnahmen zur Aufrechterhaltung der Qualität und berichten regelmäßig an die Geschäftsleitung. Qualifikation:  Sie verfügen über eine abgeschlossene Reifeprüfung. Sprachen:  Gute Deutsch- und Englischkenntnisse sind Grundvoraussetzung. Alle weiteren Sprachen sind von Vorteil. Erfahrung:  Berufserfahrung in ähnlicher Position ist von Vorteil. Persönlichkeit:  Sie haben eine genaue Arbeitsweise und ein gutes Zahlenverständnis. Durch Ihre soziale Kompetenz finden Sie schnell Anschluss im Team. Knowhow:  Sie erwartet eine intensive Einschulung zu allen Aufgabenbereichen. Bei uns erlernen Sie im Learning-by-doing System selbstständiges kaufmännisches Handeln. Team:  Ein hochmotiviertes Team empfängt und unterstützt Sie bei Ihrem Einstieg. Sicherheit:  Gold und Silber bieten eine nachhaltige Krisensicherheit. Das garantiert Ihnen einen sicheren und langfristigen Arbeitsplatz, auch in unsicheren Zeiten. Karrieremöglichkeiten:  Führungspositionen besetzen wir aus den eigenen Reihen.",,Würzburg,Ende März,[],{'female-coded': ['KREATIV']},['KREATIV'],[],1,0
124,"Senior Sales Manager, Amazon Freight (m/f/d)"," Amazon Freight allows both small and large businesses to use Amazon to transport products in bulk across Europe. This is an innovative technology-driven service currently growing rapidly in Europe. Amazon Freight is part of the Amazon Transportation Services organization responsible for many of Amazon's best-in-class logistics and transportation operations. Identify new segments and unlock new strategic customers with best-in-class service. Maintain a high level of engagement from potential customers and proactively identify the challenges they are facing. Build relationships with key stakeholders across the portfolio. Be the voice of the customer to guide product development and iterations. Identify and lead complex projects or initiatives to solve customer pain points and improve experience. Communicating ideas effectively, both verbally and in writing, to all types of audiences and not limited to writing narratives, business cases and other strategic documentation. Bachelor's degree Experience in developing, negotiating and executing business agreements Experience developing strategies that influence leadership decisions at the organizational level Quantitative and qualitative problem-solving skills Entrepreneurial, self-sufficient and able to operate in a fluid, ambiguous environment Advanced proficiency in written and verbal German.",,Würzburg,Ende März,[],{},[],[],0,0
125,Augenoptiker / Verkaufstalente (m/w/d)," In unseren zwei Geschäften, direkt in der Münchener Innenstadt, arbeiten Sie dort, wo andere Urlaub machen.  kompetente und modeorientierte Fassungsberatung Refraktion  Glasberatung Kollektionspflege Warenpräsentation und Warenauszeichnung Kundenpflege und Kundenbenachrichtigung Auftragsverfolgung von Brillenaufträgen Erfolgreich abgeschlossene Ausbildung zum Augenoptiker*in. Grundlegende PC Kenntnisse. Sie haben Spaß daran, Menschen zu begeistern und beweisen Kommunikationsstärke, sowie Souveränität im Kontakt mit Kunden. Sie wissen den Umgang und die Verarbeitung mit hochwertigen Materialien zu schätzen. eigenständiges und abwechslungsreiches Arbeiten mit viel Raum für Eigenverantwortung topmoderne technische Ausstattung sicherer und zukunftsorientierter Arbeitsplatz ein aufgeschlossenes Team und freundliches Betriebsklima umfangreiche Einarbeitung eine gemeinschaftsorientierte Unternehmenskultur und kurze Entscheidungswege zusätzliche Umsatzprovision kostenfreie Getränke gute Verkehrsanbindung",,Würzburg,Ende März,[],{'female-coded': ['FREUNDLICH']},['FREUNDLICH'],[],1,0
126,Product Manager (w/m/d) Wohnen und Accessoires," Die  KARE Design GmbH  steht für einzigartige Wohn- und Einrichtungsideen, unangepasst, authentisch und immer voller Inspiration. Seit 1981 überraschen wir den europäischen und internationalen Handel weltweit mit immer neuen Konzepten im Bereich Retail, Wholesale und Franchise Internationales Lieferantenmanagement mit Verantwortung für eigenen Warengruppenbereich Umsetzung der Einkaufs- &amp; Sortimentsstrategien inkl. Planung, Steuerung und Briefing der Lieferanten Führung von Preis- &amp; Konditionsverhandlungen mit Lieferanten Koordination der Markteinführung neuer Produkte, inkl. Begleitung über den gesamten Produktlebenszyklus Sicherstellung von Verfügbarkeit und Zuverlässigkeit der Produktdaten inkl. der notwendigen Datenpflege im PIM-System Aktive Beobachtung von Trends, Märkten und Wettbewerbern Teilnahme an internationalen Messen, inklusive Vorbereitung Sie haben 3+jährige Berufserfahrung im Einkauf/Handel, idealerweise B2B &amp; B2C Abgeschlossene kaufmännische Ausbildung Industriekaufmann / Kaufmann für Büromanagement / Kaufmann im Groß- und Außenhandel (m/w/d) oder eine vergleichbare Qualifikation oder ein Studium in den Bereichen BWL, Logistik  Leidenschaft und Interesse für die neuesten Trends setzen wir voraus, bestenfalls sind Warenkenntnisse im Interior Design vorhanden Sie sind verhandlungsstark und haben ein sehr gutes Organisations- und Kommunikationstalent Ein betriebswirtschaftliches Verständnis, ausgeprägte analytische Fähigkeiten und ein gutes Zahlenverständnis bringen Sie außerdem mit Fließende Deutsch- und Englischkenntnisse sind obligatorisch, sowie eine interkulturelle Kompetenz Ein dynamisches, inhabergeführtes Unternehmen mit flacher Hierarchie und offener Unternehmenskultur Ein Team aus einzigartigen Kollegen, sowie abwechslungsreiche &amp; spannende Aufgaben Möglichkeit zum Homeoffice nach Vereinbarung (1-2 Tage pro Woche) Unsere bezuschussten Fitnessmitgliedschaften bei Body+Soul und EGYM Wellpass Angebot zum bezuschussten Jobrad-Leasing  Gratis Getränke Flatrate in unserer eigenen Kantine &amp; alle gängigen Benefits von A wie Altersvorsorge bis Z wie Zusatzurlaub",,Würzburg,Ende März,[],"{'female-coded': ['ZUVERLÄSSIG'], 'male-coded': ['AKTIV']}",['ZUVERLÄSSIG'],['AKTIV'],1,1
127,"Elektriker/Mechatroniker Professional als Servicetechniker m|w|d im Außendienst - Region München, Südbayern"," Wie wird man als Familienunternehmen Weltmarktführer im Premiumsegment für Hausgeräte und gefragter Partner für Lösungen in der Gewerbe- und Medizintechnik? Indem man den Anspruch hat, es immer besser zu machen und immer besser zu werden. Diese Haltung macht das Arbeiten bei Miele und den Erfolg unserer Produkte aus. Unsere etwa 23.000 Mitarbeitenden können sich darauf verlassen: Wer unser Qualitätsstreben lebt, der wächst persönlich und fachlich daran mit. Durchführen von Instandsetzungs- und Wartungsarbeiten an unseren hochwertigen Professional-Geräten in Krankenhäusern, bei niedergelassenen Ärzten, im Dental- &amp; Laborbereich Erstellen von Prüf-, Mess- und Dokumentationsprotokollen Beraten unserer Kunden vor Ort Der Einsatz erfolgt im Außendienst mit dem Firmenfahrzeug von zu Hause aus und erstreckt sich über die  Region München, Südbayern Obwohl Sie in der Regel eigenständig unterwegs sind, treffen Sie Ihre Kollegen regelmäßig zu Teammeetings, Schulungen oder auch mal beim Kunden Eine abgeschlossene Ausbildung in einem Elektroberuf (z. B. Elektroinstallateur oder mechaniker, Meachtroniker, Energieelektroniker, Radio- und Fernsehelektroniker bzw. Elektroniker für Geräte und Systeme, Medizintechniker m/w/d) oder vergleichbar Berufserfahrung im beschriebenen Aufgabengebiet, insbesondere in den Bereichen Installation, Instandsetzung und Wartung wünschenswert, aber nicht zwingend erforderlich (umfassende Einarbeitung wird gewährleistet) Gültiger Führerschein der Klasse B (III) und sicherer Umgang mit gängigen EDV-Programmen Freude am Außendienst und im Umgang mit Kunden Ihr Wohnsitz liegt idealerweise im Einsatzgebiet Attraktive Vergütung &amp; Altersvorsorge Betriebskrankenkasse Individuelle Karriere &amp; Entwicklungsmöglichkeiten Internationale Förderprogramme Mitarbeiterrabatt",,Würzburg,Ende März,[],{'male-coded': ['INDIVIDUELL']},[],['INDIVIDUELL'],0,1
128,IT Officer (m/f/d)," Spaceopal is the prime service operations contractor for the European Galileo Satellite Navigation System and manages all Galileo Service Operations. The awarded European Commission (EC) contract to Spaceopal is more than just its satellites in space. Galileo Service Operations will provide high-quality positioning, navigation and timing services to users across the whole world as a civil-controlled service with guaranteed continuity of coverage. As IT officer you will support the IT Coordinator and be responsible for the provision of office-IT services to internal and external users. Further you will be in charge of coordination of external IT-providers and in liaison with the IT Coordinator the evolution of Spaceopal's IT-infrastructure. The IT officer will report to the IT coordinator of Spaceopal. University degree in a relevant field (e.g. Engineering, Physics, Computer Science, Telecommunications or Electronics) or comparable education Experience in IT Support and IT Infrastructure setups You understand and live IT as an enabler for the whole company and appreciate the value of excellent IT-services You are a strategic thinker and able to connect user-requirements with business-value and management-needs In-depth knowledge and experience of   Windows and Linux operating systems for clients and servers IP based network infrastructure Office IT-infrastructure Ticketsystems and configuration-management-databases 30 days annual leave  Work-life-balance, e.g., through flexible working time models Employer supported pension scheme Employer supported canteen, free coffee &amp; fruit service Centrally located office  Personal development and training options Regular company and team events International working environment, dynamic, multicultural and motivated teams",,Würzburg,Ende März,[],{},[],[],0,0
129,Immobilienmakler (m/w/d) in Festanstellung mit Fixgehalt + ungedeckelter Provision," Du bist nicht nur gut sondern sehr gut? Du willst mitgestalten, wachsen und mehr aus dir machen? Wir ebnen dir den Weg für deine nächste Karrierestufe! Mit einem professionellen, erfolgsorientierten Umfeld, einem starken Team aus kompetenten Maklern und tollen Assistenten, versierten Gutachtern und Architekten sowie der perfekten Unterstützung für deine Persönlichkeitsentwicklung ermöglichen wir dir einfaches und zielgerichtetes Arbeiten  damit du dich auf das konzentrieren kannst, was du liebst: den erfolgreichen Immobilienvertrieb. Du verantwortest die Immobilienvermittlung von der Objekt-Akquise bis zum Notartermin Bei Immobilieneinwertungen und Kaufpreisverhandlungen zeigst du deine Fachkompetenz und dein Verhandlungsgeschick Du betreust und berätst unsere Kunden professionell und erweiterst stetig unser Netzwerk Objektleads und -tipps aus verschiedenen Quellen unterstützen dich in deinem Erfolg Du bist ein Vertriebsprofi und beweist deine Kommunikationsstärke im Umgang mit Kunden Du bringst Branchen- und Marktkenntnisse sowie Erfahrung im Einkauf und der Vermittlung von Immobilien mit Du arbeitest eigenverantwortlich und bist gleichzeitig ein Teamplayer Für den Erfolg gehst du die Extrameile  du willst deine Ziele nicht nur erreichen, sondern übertrumpfen! Attraktives Gehalt   Fixgehalt und ungedeckelte Provisionen für großartige Verdienstmöglichkeiten Sicherheit   eine unbefristete Festanstellung in Vollzeit Beste Ausstattung   Smartphone und Notebook, damit du perfekt flexibel und mobil arbeiten kannst Inhouse Marketing   keine Kaltakquise nötig, denn durch unsere internen Marketing- und Telefon-Teams zur Leadgenerierung arbeiten wir ausschließlich mit qualifizierten Leads Kundenfokus   du kümmerst dich um unsere Kunden, wir kümmern uns um alles andere. Ein erstklassiger Support mit eigenen Assistenzen und umfangreichem Backoffice hält dir den Rücken frei Weiterentwicklung   die Aigner Akademie und unser unternehmenseigener Vertriebscoach holen das Beste aus dir heraus und ermöglichen dir den größten Erfolg Work-Life-Balance   Vereinbarkeit von Beruf, Familie und Freizeit durch flexible Arbeitszeiten und Homeoffice-Möglichkeiten",,Würzburg,Ende März,[],{},[],[],0,0
